Airline,Date_of_Journey,Source,Destination,Route,Dep_Time,Arrival_Time,Duration,Total_Stops,Additional_Info,Price
6,27/03/2019,2,1,DEL ? HYD ? COK,09:45,22:20,12h 35m,0,8,-0.2495772266065389
1,21/03/2019,2,1,DEL ? BOM ? COK,19:00,19:15 22 Mar,24h 15m,0,8,-0.2515501691093574
8,21/03/2019,4,3,BOM ? HYD,13:10,14:30,1h 20m,4,8,-0.7326662908680946
1,9/05/2019,0,2,BLR ? DEL,10:00,12:45,2h 45m,4,8,-0.44306651634723787
4,21/06/2019,0,2,BLR ? DEL,07:10,10:10,3h,4,5,-0.36682638105975196
4,6/06/2019,2,1,DEL ? BOM ? COK,08:00,19:00,11h,0,8,0.8937429537767756
4,3/06/2019,2,1,DEL ? JAI ? BOM ? COK,05:30,19:00,13h 30m,1,8,0.6541713641488163
3,3/06/2019,0,2,BLR ? DEL,22:10,01:00 04 Jun,2h 50m,4,8,-0.7064543404735062
2,03/03/2019,0,5,BLR ? DEL,20:55,23:50,2h 55m,4,8,-0.23252536640360766
3,18/03/2019,3,0,CCU ? BLR,09:35,12:20,2h 45m,4,8,-0.5510146561443067
3,9/03/2019,2,1,DEL ? HYD ? COK,04:55,16:10,11h 15m,0,8,-0.3101747463359639
1,21/05/2019,3,0,CCU ? IXR ? DEL ? BLR,05:50,20:25,14h 35m,1,8,0.5539740698985344
6,21/03/2019,2,1,DEL ? BOM ? COK,11:40,01:35 22 Mar,13h 55m,0,8,-0.09540586245772266
3,24/06/2019,2,1,DEL ? BOM ? COK,11:25,01:30 25 Jun,14h 5m,0,8,-0.3788049605411499
1,12/06/2019,3,0,CCU ? BOM ? BLR,16:50,07:55 13 Jun,15h 5m,0,8,-0.0008455467869222097
1,1/03/2019,1,4,MAA ? CCU,11:40,13:55,2h 15m,4,8,1.5865276211950394
4,06/03/2019,0,5,BLR ? BOM ? DEL,14:05,05:05 07 Mar,15h,0,5,0.7229425028184893
4,1/05/2019,3,0,CCU ? BOM ? BLR,21:10,10:05 02 May,12h 55m,0,8,0.903184892897407
6,12/06/2019,2,1,DEL ? HYD ? COK,07:10,16:10,9h,0,8,-0.26197857948139797
1,1/06/2019,2,1,DEL ? BOM ? COK,07:00,19:15,12h 15m,0,8,0.2194193912063134
6,6/06/2019,2,1,DEL ? IXU ? BOM ? COK,17:50,01:30 07 Jun,7h 40m,1,8,1.3955749718151071
1,9/04/2019,2,1,DEL ? MAA ? COK,06:05,09:25 10 Apr,27h 20m,0,8,-0.5474915445321308
3,15/03/2019,4,3,BOM ? HYD,21:20,22:45,1h 25m,4,8,-0.7917136414881624
1,27/03/2019,4,3,BOM ? HYD,06:20,07:40,1h 20m,4,8,-0.8169391206313416
8,12/06/2019,3,0,CCU ? IXB ? BLR,15:55,21:25,5h 30m,0,8,-0.020856820744081173
1,9/03/2019,2,1,DEL ? BLR ? COK,20:30,08:15 10 Mar,11h 45m,0,8,0.08723224351747463
3,24/06/2019,2,1,DEL ? COK,05:35,08:50,3h 15m,4,8,-0.47519729425028184
4,12/06/2019,3,0,CCU ? BOM ? BLR,18:55,19:50 13 Jun,24h 55m,0,5,0.022125140924464486
1,3/03/2019,2,1,DEL ? MAA ? COK,06:05,09:25 04 Mar,27h 20m,0,8,0.7990417136414881
4,24/05/2019,0,2,BLR ? DEL,11:10,14:05,2h 55m,4,5,-0.6118940248027057
4,6/06/2019,3,0,CCU ? BOM ? BLR,18:55,12:00 07 Jun,17h 5m,0,5,0.3483652762119504
3,6/05/2019,3,0,CCU ? BLR,21:25,00:05 07 May,2h 40m,4,8,-0.5028184892897407
6,27/05/2019,2,1,DEL ? BOM ? COK,17:30,01:30 28 May,8h,0,5,-0.14994363021420518
3,12/05/2019,0,2,BLR ? DEL,16:55,19:55,3h,4,8,-0.500140924464487
4,24/06/2019,2,1,DEL ? BOM ? COK,09:00,12:35 25 Jun,27h 35m,0,5,0.2663472378804961
4,27/05/2019,2,1,DEL ? BOM ? COK,20:55,04:25 28 May,7h 30m,0,5,0.6378241262683202
1,12/03/2019,0,5,BLR ? BOM ? JDH ? DEL,17:25,16:20 13 Mar,22h 55m,1,8,0.620913190529876
3,3/03/2019,2,1,DEL ? BOM ? COK,04:45,13:20,8h 35m,0,8,0.9158680947012401
1,21/03/2019,2,1,DEL ? UDR ? BOM ? COK,13:20,19:15 22 Mar,29h 55m,1,8,0.04735062006764374
4,6/06/2019,3,0,CCU ? BOM ? BLR,20:00,18:15 07 Jun,22h 15m,0,5,0.3483652762119504
8,6/03/2019,4,3,BOM ? HYD,05:45,07:05,1h 20m,4,8,-0.5979425028184893
3,18/05/2019,3,0,CCU ? BLR,21:25,00:05 19 May,2h 40m,4,8,-0.5028184892897407
4,6/05/2019,0,2,BLR ? DEL,08:20,11:20,3h,4,8,-0.16107666290868095
4,21/03/2019,0,5,BLR ? BOM ? DEL,07:00,19:10,12h 10m,0,5,-0.07609921082299888
8,18/03/2019,1,4,MAA ? CCU,09:30,12:05,2h 35m,4,8,-0.6359921082299888
6,6/06/2019,2,1,DEL ? BOM ? COK,07:30,19:15,11h 45m,0,8,0.08864148816234499
10,9/05/2019,0,2,BLR ? DEL,17:00,19:35,2h 35m,4,8,-0.4923900789177001
3,3/05/2019,4,3,BOM ? HYD,02:35,04:05,1h 30m,4,8,-0.7917136414881624
10,27/06/2019,0,2,BLR ? DEL,07:00,09:40,2h 40m,4,8,-0.5219842164599775
0,12/05/2019,3,0,CCU ? BLR,10:20,12:55,2h 35m,4,8,-0.4447576099210823
4,6/06/2019,2,1,DEL ? JAI ? BOM ? COK,05:30,04:25 07 Jun,22h 55m,1,5,0.28128523111612175
3,9/03/2019,2,1,DEL ? HYD ? MAA ? COK,06:40,21:20,14h 40m,1,8,-0.0318489289740699
4,27/03/2019,2,1,DEL ? BOM ? COK,13:00,04:25 28 Mar,15h 25m,0,8,0.5453776775648252
4,15/03/2019,0,5,BLR ? BOM ? DEL,08:00,15:15,7h 15m,0,5,0.10738444193912063
1,6/06/2019,2,1,DEL ? HYD ? MAA ? COK,13:15,09:25 07 Jun,20h 10m,1,8,0.3617531003382187
1,6/06/2019,2,1,DEL ? GOI ? BOM ? COK,10:55,07:40 07 Jun,20h 45m,1,8,0.47646561443066515
8,24/04/2019,3,0,CCU ? BLR,17:10,19:40,2h 30m,4,8,-0.5916009019165727
4,21/05/2019,3,0,CCU ? BOM ? BLR,20:00,19:50 22 May,23h 50m,0,5,0.3483652762119504
4,3/06/2019,2,1,DEL ? BOM ? COK,16:00,19:00 04 Jun,27h,0,8,0.8937429537767756
4,12/06/2019,3,0,CCU ? BOM ? BLR,06:30,12:00,5h 30m,0,5,0.21519165727170236
3,3/03/2019,2,1,DEL ? BOM ? COK,09:10,21:00,11h 50m,0,8,0.9158680947012401
3,6/03/2019,1,4,MAA ? CCU,13:20,15:35,2h 15m,4,8,-0.15177564825253664
1,6/06/2019,2,1,DEL ? JAI ? BOM ? COK,18:45,19:15 07 Jun,24h 30m,1,8,0.717728297632469
8,21/05/2019,1,4,MAA ? CCU,17:45,20:05,2h 20m,4,7,-0.6805242390078917
6,27/06/2019,2,1,DEL ? BOM ? COK,19:00,01:30 28 Jun,6h 30m,0,8,-0.16544532130777903
4,1/06/2019,2,1,DEL ? BOM ? COK,08:00,04:25 02 Jun,20h 25m,0,5,0.2663472378804961
3,15/03/2019,3,0,CCU ? BLR,15:20,17:55,2h 35m,4,8,-0.5952649379932357
4,27/06/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,8,-0.050169109357384445
4,9/06/2019,2,1,DEL ? BOM ? COK,22:50,04:25 10 Jun,5h 35m,0,5,0.2663472378804961
8,15/06/2019,3,0,CCU ? BLR,14:55,17:25,2h 30m,4,7,-0.6385287485907554
4,12/03/2019,0,5,BLR ? MAA ? DEL,09:45,00:30 13 Mar,14h 45m,0,8,0.44179819616685456
4,1/05/2019,3,0,CCU ? BOM ? BLR,08:25,20:45,12h 20m,0,8,0.903184892897407
4,27/05/2019,2,1,DEL ? BOM ? COK,17:30,19:00 28 May,25h 30m,0,8,1.0861048478015785
4,27/05/2019,2,1,DEL ? BOM ? COK,22:50,04:25 28 May,5h 35m,0,5,0.6378241262683202
6,6/03/2019,2,1,DEL ? BOM ? COK,07:30,19:15,11h 45m,0,8,0.983793686583991
3,24/03/2019,0,5,BLR ? DEL,18:25,21:20,2h 55m,4,8,-0.15064825253664035
8,24/03/2019,3,0,CCU ? MAA ? BLR,15:05,20:45,5h 40m,0,8,-0.306510710259301
1,9/06/2019,3,0,CCU ? BBI ? BLR,09:10,13:15,4h 5m,0,8,0.08793686583990981
3,21/03/2019,2,1,DEL ? HYD ? COK,14:20,22:20,8h,0,8,-0.25986471251409243
2,9/04/2019,0,2,BLR ? DEL,20:55,23:40,2h 45m,4,8,-0.5824408117249155
3,12/03/2019,3,0,CCU ? BLR,20:25,23:05,2h 40m,4,8,-0.5952649379932357
8,24/05/2019,0,2,BLR ? DEL,21:10,00:05 25 May,2h 55m,4,8,-0.6202085682074409
0,6/05/2019,3,0,CCU ? DEL ? BLR,07:35,23:30,15h 55m,0,8,-0.44813979706877116
4,9/04/2019,2,1,DEL ? AMD ? BOM ? COK,13:25,12:35 10 Apr,23h 10m,1,8,0.15656708004509584
4,3/06/2019,2,1,DEL ? JDH ? BOM ? COK,11:40,19:00,7h 20m,1,8,1.4701240135287486
1,18/06/2019,2,1,DEL ? COK,05:10,08:00,2h 50m,4,8,-0.4468714768883878
4,27/05/2019,2,1,DEL ? BOM ? COK,11:30,19:00,7h 30m,0,8,1.0861048478015785
4,15/06/2019,0,2,BLR ? DEL,19:50,22:50,3h,4,5,-0.16107666290868095
6,27/05/2019,2,1,DEL ? BOM ? COK,17:45,01:30 28 May,7h 45m,0,8,-0.2222378804960541
4,9/05/2019,3,0,CCU ? DEL ? BLR,09:35,10:55 10 May,25h 20m,0,8,0.3637260428410372
6,24/06/2019,2,1,DEL ? IDR ? BOM ? COK,15:05,01:30 25 Jun,10h 25m,1,8,1.0700394588500564
1,9/04/2019,2,1,DEL ? JDH ? BOM ? COK,12:55,19:15 10 Apr,30h 20m,1,8,0.22491544532130778
3,6/06/2019,3,0,CCU ? BLR,22:15,00:50 07 Jun,2h 35m,4,8,-0.5028184892897407
4,27/05/2019,2,1,DEL ? BOM ? COK,10:00,19:00,9h,0,8,1.0861048478015785
4,12/06/2019,2,1,DEL ? IDR ? BOM ? COK,21:25,12:35 13 Jun,15h 10m,1,5,0.44179819616685456
1,9/06/2019,3,0,CCU ? BOM ? COK ? BLR,09:25,13:45 10 Jun,28h 20m,1,8,0.4467305524239008
4,24/04/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,8,-0.16107666290868095
4,27/04/2019,0,2,BLR ? DEL,06:00,08:45,2h 45m,4,5,-0.5394588500563697
3,15/05/2019,2,1,DEL ? BLR ? COK,05:10,10:05,4h 55m,0,8,-0.26437429537767754
3,15/06/2019,3,0,CCU ? BLR,21:25,00:05 16 Jun,2h 40m,4,8,-0.5028184892897407
1,01/03/2019,0,5,BLR ? CCU ? DEL,11:05,09:15 02 Mar,22h 10m,0,8,0.714064261555806
4,27/03/2019,2,1,DEL ? BOM ? COK,18:15,04:25 28 Mar,10h 10m,0,5,-0.25817361894024804
3,1/06/2019,0,2,BLR ? DEL,23:30,02:20 02 Jun,2h 50m,4,8,-0.5328354002254791
3,18/03/2019,0,5,BLR ? HYD ? DEL,16:15,20:35,4h 20m,0,8,-0.5545377677564826
0,21/03/2019,2,1,DEL ? BLR ? COK,20:10,07:10 22 Mar,11h,0,8,-0.31299323562570464
4,21/06/2019,0,2,BLR ? DEL,17:45,20:45,3h,4,5,-0.0870913190529876
4,24/06/2019,2,1,DEL ? BOM ? COK,14:00,12:35 25 Jun,22h 35m,0,5,0.2663472378804961
4,9/06/2019,0,2,BLR ? DEL,18:55,22:00,3h 5m,4,8,-0.050169109357384445
8,24/03/2019,3,0,CCU ? BLR,06:55,09:35,2h 40m,4,7,-0.5060597519729425
10,27/06/2019,0,2,BLR ? DEL,11:30,14:20,2h 50m,4,8,-0.5219842164599775
1,06/03/2019,0,5,BLR ? MAA ? DEL,11:50,08:55 07 Mar,21h 5m,0,8,0.8768320180383314
4,24/03/2019,3,0,CCU ? BOM ? BLR,16:55,04:45 25 Mar,11h 50m,0,8,0.8256764374295378
1,15/05/2019,2,1,DEL ? TRV ? COK,05:15,06:50 16 May,25h 35m,0,8,0.007468996617812852
6,12/06/2019,2,1,DEL ? HYD ? COK,07:05,22:30,15h 25m,0,8,0.17953776775648253
3,3/03/2019,1,4,MAA ? CCU,14:40,17:05,2h 25m,4,8,-0.15177564825253664
0,9/04/2019,3,0,CCU ? BBI ? BLR,06:50,10:30,3h 40m,0,8,-0.4523675310033822
3,09/03/2019,0,5,BLR ? DEL,18:25,21:20,2h 55m,4,8,-0.21307779030439683
10,15/04/2019,2,1,DEL ? COK,06:00,09:10,3h 10m,4,8,-0.3038331454340473
0,24/05/2019,3,0,CCU ? DEL ? BLR,07:35,19:25,11h 50m,0,8,-0.44813979706877116
3,9/04/2019,0,2,BLR ? DEL,20:00,22:50,2h 50m,4,8,-0.500140924464487
8,3/04/2019,0,2,BLR ? DEL,09:30,12:20,2h 50m,4,7,-0.6275366403607666
3,3/06/2019,4,3,BOM ? HYD,19:05,20:35,1h 30m,4,8,-0.7917136414881624
6,9/05/2019,2,1,DEL ? BOM ? COK,07:30,19:00,11h 30m,0,8,0.13289177001127395
6,27/03/2019,2,1,DEL ? BOM ? COK,10:00,18:50,8h 50m,0,8,0.46434611048478014
4,12/06/2019,3,0,CCU ? BOM ? BLR,08:25,04:40 13 Jun,20h 15m,0,5,-0.30270574971815106
1,24/03/2019,3,0,CCU ? BOM ? GOI ? BLR,09:25,05:35 25 Mar,20h 10m,1,8,0.701381059751973
4,18/03/2019,0,5,BLR ? BOM ? DEL,16:55,09:00 16 Mar,16h 5m,0,5,0.3826099210822999
6,6/03/2019,2,1,DEL ? BOM ? COK,13:00,01:35 07 Mar,12h 35m,0,8,1.0190248027057498
4,9/05/2019,2,1,DEL ? JAI ? BOM ? COK,19:30,12:35 10 May,17h 5m,1,8,0.9522266065388951
3,9/04/2019,0,2,BLR ? DEL,16:55,19:55,3h,4,8,-0.500140924464487
10,1/05/2019,3,0,CCU ? DEL ? BLR,07:10,22:40,15h 30m,0,8,0.011273957158962795
6,6/06/2019,2,1,DEL ? BOM ? COK,07:30,19:00,11h 30m,0,8,0.5851183765501691
8,27/03/2019,1,4,MAA ? CCU,17:45,20:05,2h 20m,4,8,-0.7029312288613303
4,1/06/2019,2,1,DEL ? BOM ? COK,19:15,19:00 02 Jun,23h 45m,0,5,0.2663472378804961
8,18/06/2019,4,3,BOM ? HYD,13:15,14:45,1h 30m,4,7,-0.9029030439684329
3,18/05/2019,3,0,CCU ? BLR,22:15,00:50 19 May,2h 35m,4,8,-0.5028184892897407
4,27/05/2019,2,1,DEL ? BOM ? COK,18:15,19:00 28 May,24h 45m,0,8,1.0861048478015785
4,1/06/2019,2,1,DEL ? IDR ? BOM ? COK,21:25,19:00 02 Jun,21h 35m,1,8,0.6933483652762119
0,9/05/2019,2,1,DEL ? BLR ? COK,07:55,13:25,5h 30m,0,8,-0.22843855693348367
1,15/05/2019,2,1,DEL ? BOM ? COK,07:00,19:15,12h 15m,0,8,0.04185456595264938
3,3/03/2019,2,1,DEL ? BOM ? COK,17:30,01:35 04 Mar,8h 5m,0,8,0.9158680947012401
4,21/05/2019,2,1,DEL ? BOM ? COK,14:00,19:00,5h,0,5,0.6378241262683202
8,6/06/2019,0,2,BLR ? DEL,09:30,12:20,2h 50m,4,7,-0.6275366403607666
6,1/03/2019,2,1,DEL ? BOM ? COK,12:50,19:15,6h 25m,0,8,4.0319898534385565
3,3/06/2019,1,4,MAA ? CCU,19:35,21:55,2h 20m,4,8,-0.6729143179255919
1,09/03/2019,0,5,BLR ? DEL,17:00,19:45,2h 45m,4,8,0.3338500563697858
1,6/06/2019,3,0,CCU ? BOM ? GOI ? BLR,16:50,05:35 07 Jun,12h 45m,1,8,0.43122886133032695
4,12/03/2019,0,5,BLR ? BOM ? DEL,18:55,10:45 13 Mar,15h 50m,0,5,0.3826099210822999
4,3/06/2019,2,1,DEL ? IDR ? BOM ? COK,09:35,12:35 04 Jun,27h,1,8,0.6933483652762119
1,15/06/2019,2,1,DEL ? RPR ? NAG ? BOM ? COK,05:15,07:40 16 Jun,26h 25m,2,8,0.29890078917700114
2,09/03/2019,0,5,BLR ? DEL,07:45,10:40,2h 55m,4,8,-0.1044250281848929
1,6/06/2019,2,1,DEL ? CCU ? BOM ? COK,06:50,07:40 07 Jun,24h 50m,1,8,0.705890642615558
4,6/06/2019,3,0,CCU ? BOM ? BLR,20:00,04:40 07 Jun,8h 40m,0,8,0.7552142051860203
1,21/05/2019,2,1,DEL ? BHO ? BOM ? COK,05:55,07:40 22 May,25h 45m,1,8,0.4987316798196167
3,18/04/2019,0,2,BLR ? DEL,23:30,02:20 19 Apr,2h 50m,4,8,-0.5328354002254791
6,3/06/2019,2,1,DEL ? BOM ? COK,13:00,19:15,6h 15m,0,8,0.9126268320180383
6,12/06/2019,2,1,DEL ? BOM ? COK,08:45,19:15,10h 30m,0,8,-0.014937993235625705
1,18/05/2019,2,1,DEL ? HYD ? BOM ? COK,17:15,19:15 19 May,26h,1,8,0.5665163472378805
4,12/06/2019,3,0,CCU ? BOM ? BLR,18:55,12:00 13 Jun,17h 5m,0,8,0.6583990980834273
4,21/05/2019,2,1,DEL ? BOM ? COK,07:05,04:25 22 May,21h 20m,0,5,0.6378241262683202
4,21/03/2019,2,1,DEL ? BOM ? COK,22:50,04:25 22 Mar,5h 35m,0,8,0.5453776775648252
3,18/05/2019,0,2,BLR ? DEL,10:10,13:00,2h 50m,4,8,-0.6241544532130778
10,24/03/2019,3,0,CCU ? DEL ? BLR,20:20,22:10 25 Mar,25h 50m,0,8,0.3851465614430665
4,12/05/2019,3,0,CCU ? BOM ? BLR,21:10,09:20 13 May,12h 10m,0,8,0.8478015783540023
4,18/05/2019,2,1,DEL ? JAI ? BOM ? COK,19:30,12:35 19 May,17h 5m,1,8,0.6541713641488163
6,6/03/2019,2,1,DEL ? BOM ? COK,10:20,18:50,8h 30m,0,8,0.9919673055242391
4,9/03/2019,2,1,DEL ? BOM ? COK,19:45,18:50 10 Mar,23h 5m,0,8,1.1156989853438557
3,15/05/2019,2,1,DEL ? HYD ? COK,06:50,16:10,9h 20m,0,8,-0.27198421645997745
4,18/05/2019,3,0,CCU ? BOM ? BLR,08:25,16:20,7h 55m,0,5,0.3483652762119504
4,18/05/2019,4,3,BOM ? HYD,10:20,11:50,1h 30m,4,8,-0.37965050732807215
3,12/04/2019,0,2,BLR ? DEL,23:30,02:20 13 Apr,2h 50m,4,8,-0.20659526493799324
8,21/05/2019,1,4,MAA ? CCU,09:45,12:00,2h 15m,4,7,-0.6805242390078917
4,6/06/2019,2,1,DEL ? BOM ? COK,09:00,19:00,10h,0,8,0.8937429537767756
11,03/03/2019,0,5,BLR ? DEL,16:00,18:35,2h 35m,4,8,0.4821025930101466
6,15/05/2019,2,1,DEL ? BOM ? COK,11:30,19:15,7h 45m,0,8,0.838641488162345
8,9/04/2019,0,2,BLR ? DEL,21:10,00:05 10 Apr,2h 55m,4,8,-0.6202085682074409
10,6/05/2019,3,0,CCU ? DEL ? BLR,20:20,22:40 07 May,26h 20m,0,8,0.011273957158962795
10,12/04/2019,0,2,BLR ? DEL,07:00,09:40,2h 40m,4,8,-0.41840473506200676
6,9/05/2019,2,1,DEL ? BOM ? COK,10:00,21:00,11h,0,8,0.7546505073280722
1,1/04/2019,3,0,CCU ? DEL ? AMD ? BLR,10:00,05:25 02 Apr,19h 25m,1,8,0.6013246899661782
4,18/04/2019,0,2,BLR ? DEL,15:15,18:10,2h 55m,4,5,-0.44729425028184894
10,1/06/2019,0,2,BLR ? DEL,19:30,22:15,2h 45m,4,8,-0.4923900789177001
4,18/05/2019,2,1,DEL ? BOM ? COK,19:45,19:00 19 May,23h 15m,0,5,0.5638387824126269
6,3/03/2019,2,1,DEL ? HYD ? COK,07:10,16:10,9h,0,5,0.02536640360766629
10,21/04/2019,2,1,DEL ? COK,14:40,17:50,3h 10m,4,8,-0.229847801578354
6,9/04/2019,2,1,DEL ? BOM ? COK,12:50,19:15,6h 25m,0,8,-0.26648816234498307
6,6/06/2019,2,1,DEL ? BOM ? COK,10:35,19:15,8h 40m,0,8,-0.14346110484780158
1,21/04/2019,0,2,BLR ? DEL,21:05,23:55,2h 50m,4,8,-0.44306651634723787
4,12/05/2019,3,0,CCU ? BOM ? BLR,08:25,20:45,12h 20m,0,5,0.3483652762119504
3,18/05/2019,2,1,DEL ? HYD ? COK,06:50,12:10,5h 20m,0,8,-0.28537204058624577
1,15/03/2019,0,5,BLR ? HYD ? DEL,08:15,12:15,4h,0,8,-0.4733652762119504
4,9/06/2019,3,0,CCU ? BOM ? BLR,18:55,04:40 10 Jun,9h 45m,0,5,0.18193348365276213
3,6/04/2019,0,2,BLR ? DEL,18:25,21:20,2h 55m,4,8,-0.500140924464487
1,24/06/2019,2,1,DEL ? CCU ? BOM ? COK,16:55,19:15 25 Jun,26h 20m,1,8,0.705890642615558
8,1/06/2019,1,4,MAA ? CCU,09:45,12:00,2h 15m,4,7,-0.6805242390078917
4,15/05/2019,3,0,CCU ? BOM ? BLR,18:55,04:40 16 May,9h 45m,0,5,0.18193348365276213
4,1/04/2019,3,0,CCU ? BOM ? BLR,18:55,19:50 02 Apr,24h 55m,0,5,-0.1843291995490417
4,9/06/2019,2,1,DEL ? BOM ? COK,07:05,19:00,11h 55m,0,5,0.2663472378804961
1,1/06/2019,2,1,DEL ? GOI ? BOM ? COK,10:55,19:15,8h 20m,1,8,0.6540304396843292
4,27/06/2019,2,1,DEL ? AMD ? BOM ? COK,19:10,12:35 28 Jun,17h 25m,1,8,0.9818207440811725
2,18/04/2019,0,2,BLR ? DEL,11:40,14:30,2h 50m,4,8,-0.48407553551296506
3,6/06/2019,2,1,DEL ? HYD ? COK,05:05,12:10,7h 5m,0,8,-0.21899661781285232
1,18/05/2019,2,1,DEL ? GOI ? BOM ? COK,22:00,19:15 19 May,21h 15m,1,8,0.2915727170236753
4,3/04/2019,2,1,DEL ? BOM ? COK,14:00,19:00,5h,0,5,-0.45025366403607664
3,27/06/2019,1,4,MAA ? CCU,11:35,14:00,2h 25m,4,8,-0.6361330326944757
3,18/05/2019,3,0,CCU ? PNQ ? BLR,21:00,02:15 19 May,5h 15m,0,8,-0.25901916572717026
6,15/06/2019,2,1,DEL ? BOM ? COK,10:20,01:30 16 Jun,15h 10m,0,8,-0.2222378804960541
6,3/06/2019,2,1,DEL ? BOM ? COK,07:30,19:15,11h 45m,0,8,0.19222096956031567
4,1/05/2019,0,2,BLR ? DEL,19:50,22:50,3h,4,8,-0.16107666290868095
8,24/04/2019,2,1,DEL ? BLR ? COK,17:55,22:50,4h 55m,0,8,-0.48125704622322435
3,09/03/2019,0,5,BLR ? DEL,06:00,08:45,2h 45m,4,8,-0.1020293122886133
8,15/06/2019,3,0,CCU ? BLR,14:55,17:25,2h 30m,4,8,-0.6340191657271702
4,12/05/2019,3,0,CCU ? BOM ? BLR,18:55,04:40 13 May,9h 45m,0,8,0.8478015783540023
3,6/03/2019,3,0,CCU ? BLR,17:15,19:55,2h 40m,4,8,-0.38810597519729423
6,9/06/2019,2,1,DEL ? BOM ? COK,19:00,01:30 10 Jun,6h 30m,0,8,-0.1358511837655017
0,3/03/2019,2,1,DEL ? BLR ? COK,16:45,22:15,5h 30m,0,8,0.7612739571589628
10,3/05/2019,0,2,BLR ? DEL,07:00,09:40,2h 40m,4,8,-0.5219842164599775
4,21/03/2019,2,1,DEL ? UDR ? BOM ? COK,18:20,04:25 23 Mar,34h 5m,1,8,0.6637542277339347
1,3/06/2019,2,1,DEL ? BOM ? COK,03:50,19:15,15h 25m,0,8,0.04185456595264938
3,24/06/2019,2,1,DEL ? BOM ? COK,16:00,01:30 25 Jun,9h 30m,0,8,-0.2897406989853439
4,6/03/2019,2,1,DEL ? BOM ? COK,22:20,04:25 07 Mar,6h 5m,0,5,0.5934329199549042
10,09/03/2019,0,5,BLR ? DEL,16:10,18:50,2h 40m,4,8,-0.06327508455467869
2,3/03/2019,2,1,DEL ? BOM ? COK,07:00,12:50,5h 50m,0,8,-0.14007891770011274
10,3/06/2019,0,2,BLR ? DEL,19:30,22:15,2h 45m,4,8,-0.4923900789177001
4,18/05/2019,3,0,CCU ? BOM ? BLR,16:30,19:50 19 May,27h 20m,0,5,0.3483652762119504
4,3/04/2019,0,2,BLR ? DEL,08:20,11:20,3h,4,8,-0.16107666290868095
8,21/05/2019,2,1,DEL ? MAA ? COK,06:05,11:20,5h 15m,0,8,-0.29241826381059755
4,12/06/2019,3,0,CCU ? BOM ? BLR,20:00,12:00 13 Jun,16h,0,5,0.022125140924464486
6,18/05/2019,2,1,DEL ? BOM ? COK,14:00,21:00,7h,0,8,0.7546505073280722
8,24/05/2019,3,0,CCU ? PNQ ? BLR,08:35,17:15,8h 40m,0,8,-0.24365839909808343
6,9/05/2019,2,1,DEL ? BOM ? COK,10:00,19:00,9h,0,8,0.25718714768883877
8,21/04/2019,3,0,CCU ? BLR,22:20,00:40 22 Apr,2h 20m,4,8,-0.48773957158962794
3,6/03/2019,1,4,MAA ? CCU,05:15,07:35,2h 20m,4,8,-0.2663472378804961
4,01/03/2019,0,5,BLR ? BOM ? DEL,08:55,15:15,6h 20m,0,8,2.6096392333709133
3,18/05/2019,3,0,CCU ? HYD ? BLR,19:20,23:45,4h 25m,0,8,-0.6560033821871477
3,1/06/2019,1,4,MAA ? CCU,13:15,15:35,2h 20m,4,8,-0.6729143179255919
1,18/03/2019,0,5,BLR ? CCU ? GAU ? DEL,11:05,22:10,11h 5m,1,8,0.34864712514092444
1,01/03/2019,0,5,BLR ? CCU ? DEL,05:50,22:45,16h 55m,0,8,0.8028466741826381
4,1/04/2019,2,1,DEL ? BOM ? COK,22:50,12:35 02 Apr,13h 45m,0,5,-0.45025366403607664
1,6/03/2019,2,1,DEL ? NAG ? BOM ? COK,05:55,07:40 07 Mar,25h 45m,1,8,0.8834554678692221
3,6/06/2019,2,1,DEL ? HYD ? COK,08:35,22:30,13h 55m,0,8,-0.27198421645997745
1,21/03/2019,2,1,DEL ? BLR ? COK,17:45,23:00,5h 15m,0,8,-0.37598647125140927
4,6/05/2019,3,0,CCU ? BOM ? BLR,14:05,09:20 07 May,19h 15m,0,5,0.18193348365276213
4,6/06/2019,2,1,DEL ? BOM ? COK,20:55,04:25 07 Jun,7h 30m,0,8,0.8937429537767756
4,1/04/2019,2,1,DEL ? BOM ? COK,10:00,19:00,9h,0,5,-0.4179819616685457
10,15/05/2019,3,0,CCU ? DEL ? BLR,20:20,20:20 16 May,24h,0,8,0.03354002254791432
4,12/06/2019,2,1,DEL ? BDQ ? BOM ? COK,18:25,12:35 13 Jun,18h 10m,1,8,0.82652198421646
3,9/06/2019,0,2,BLR ? DEL,07:10,10:05,2h 55m,4,8,-0.500140924464487
3,27/03/2019,4,3,BOM ? HYD,20:05,21:35,1h 30m,4,8,-0.8659808342728298
4,18/05/2019,2,1,DEL ? BOM ? COK,07:05,04:25 19 May,21h 20m,0,5,0.5638387824126269
1,6/06/2019,2,1,DEL ? BOM ? COK,13:00,19:15,6h 15m,0,8,0.0
4,3/03/2019,2,1,DEL ? BOM ? COK,13:55,04:25 04 Mar,14h 30m,0,8,1.2192784667418264
1,27/05/2019,4,3,BOM ? HYD,21:05,22:25,1h 20m,4,8,-0.7429537767756482
